71, Self-emp-not-inc, 116815, 11th, 7, Divorced, ?, Husband, White, Female, 2174, 0, 23, United-States, <=50K
77, Private, 83329, HS-grad, 9, Married-civ-spouse, ?, Not-in-family, Black, Female, 2174, 0, 18, Mexico, <=50K
63, Private, 188556, Bachelors, 13, Married-civ-spouse, ?, Not-in-family, Asian-Pac-Islander, Male, 2174, 1902, 48, United-States, >50K
18, Self-emp-not-inc, 32209, 11th, 7, Married-civ-spouse, Tech-support, Own-child, Black, Male, 0, 1902, 20, United-States, >50K
44, Private, 70042, HS-grad, 9, Married-civ-spouse, ?, Own-child, Black, Female, 5013, 1902, 45, Mexico, <=50K
29, ?, 92302, 11th, 7, Never-married, Exec-managerial, Husband, Black, Male, 5013, 1902, 63, ?, <=50K
49, Self-emp-not-inc, 128690, Masters, 14, Married-civ-spouse, Craft-repair, Wife, White, Male, 0, 1902, 38, Mexico, <=50K
49, Local-gov, 86451, Masters, 14, Married-civ-spouse, Exec-managerial, Own-child, White, Male, 2174, 1902, 8, Mexico, <=50K
51, Private, 106950, 11th, 7, Married-civ-spouse, Craft-repair, Own-child, Black, Female, 2174, 0, 5, United-States, <=50K
70, Self-emp-not-inc, 262730, HS-grad, 9, Divorced, Exec-managerial, Husband, White, Female, 5013, 1902, 30, ?, <=50K
33, Private, 299131, 11th, 7, Divorced, Tech-support, Wife, Black, Female, 2174, 0, 21, ?, <=50K
52, Local-gov, 138303, 11th, 7, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Female, 0, 1902, 70, ?, >50K
37, Local-gov, 120010, Masters, 14, Divorced, Exec-managerial, Own-child, Black, Male, 0, 1902, 51, ?, >50K
49, ?, 179752, Masters, 14, Married-civ-spouse, ?, Own-child, Black, Female, 0, 0, 17, ?, <=50K
27, Local-gov, 152125, Masters, 14, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 0, 0, 27, Mexico, <=50K
22, Self-emp-not-inc, 24692, 11th, 7, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 5013, 0, 21, ?, <=50K
22, Local-gov, 288151, 11th, 7, Never-married, ?, Own-child, Asian-Pac-Islander, Female, 5013, 1902, 43, ?, <=50K
21, ?, 46939, Masters, 14, Divorced, Tech-support, Husband, Asian-Pac-Islander, Male, 0, 1902, 64, ?, <=50K
68, Local-gov, 103682, HS-grad, 9, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male, 2174, 0, 10, United-States, <=50K
53, Private, 48851, Masters, 14, Divorced, Craft-repair, Wife, White, Male, 2174, 0, 35, Mexico, <=50K
39, Local-gov, 114178, 11th, 7, Married-civ-spouse, ?, Husband, Black, Female, 0, 1902, 65, United-States, <=50K
53, Self-emp-not-inc, 85275, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female, 0, 1902, 43, Mexico, <=50K
72, Local-gov, 51163, 11th, 7, Divorced, Craft-repair, Not-in-family, Black, Male, 0, 0, 66, United-States, >50K
40, ?, 279236, 11th, 7, Married-civ-spouse, ?, Not-in-family, Asian-Pac-Islander, Male, 2174, 0, 9, Mexico, <=50K
62, Private, 208826, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 5013, 0, 39, Mexico, <=50K
23, ?, 128892, Masters, 14, Divorced, Exec-managerial, Wife, White, Female, 2174, 0, 46, Mexico, <=50K
64, Local-gov, 189539, Masters, 14, Married-civ-spouse, ?, Not-in-family, Asian-Pac-Islander, Male, 5013, 0, 65, ?, <=50K
25, Local-gov, 204961, 11th, 7, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 50, ?, <=50K
72, Local-gov, 181887, Masters, 14, Divorced, ?, Husband, Black, Male, 5013, 0, 6, ?, >50K
33, Self-emp-not-inc, 90490, Masters, 14, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 41, ?, <=50K
75, ?, 264186, 11th, 7, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female, 0, 0, 59, United-States, <=50K
38, ?, 132512, 11th, 7, Married-civ-spouse, ?, Wife, Black, Female, 5013, 0, 51, Mexico, >50K
45, Local-gov, 60348, 11th, 7, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 2174, 0, 43, Mexico, >50K
19, Local-gov, 272001, Masters, 14, Divorced, Tech-support, Husband, White, Female, 0, 0, 38, ?, <=50K
51, Local-gov, 134757, Masters, 14, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 66, ?, >50K
51, ?, 291719, 11th, 7, Divorced, Tech-support, Wife, White, Male, 2174, 0, 28, ?, <=50K
68, Private, 231110, Bachelors, 13, Never-married, Craft-repair, Own-child, White, Female, 5013, 0, 29, Mexico, >50K
17, Private, 70474, 11th, 7, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 19, ?, <=50K
71, Local-gov, 234421, HS-grad, 9, Never-married, Exec-managerial, Husband, Black, Male, 0, 1902, 27, Mexico, <=50K
27, Private, 199286, Bachelors, 13, Divorced, Tech-support, Wife, White, Female, 0, 0, 26, Mexico, <=50K
26, Self-emp-not-inc, 220505, 11th, 7, Divorced, ?, Wife, Asian-Pac-Islander, Female, 5013, 1902, 42, Mexico, <=50K
19, Self-emp-not-inc, 235758, 11th, 7, Never-married, ?, Own-child, White, Female, 0, 1902, 17, ?, >50K
26, Local-gov, 206579, Bachelors, 13, Divorced, Tech-support, Husband, Asian-Pac-Islander, Female, 5013, 0, 37, Mexico, <=50K
67, Local-gov, 235831, 11th, 7, Divorced, Exec-managerial, Husband, Black, Female, 0, 1902, 41, ?, <=50K
58, ?, 107129, Masters, 14, Married-civ-spouse, Tech-support, Wife, Black, Female, 2174, 0, 21, Mexico, <=50K
66, Local-gov, 273913, 11th, 7, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male, 2174, 0, 64, United-States, <=50K
39, Local-gov, 170862, Bachelors, 13, Divorced, Craft-repair, Own-child, White, Female, 0, 0, 61, United-States, <=50K
77, Private, 294163, HS-grad, 9, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, 2174, 1902, 36, ?, >50K
45, Local-gov, 217371, Masters, 14, Never-married, Tech-support, Husband, Black, Male, 2174, 0, 56, Mexico, >50K
75, Self-emp-not-inc, 81287, Masters, 14, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male, 0, 0, 20, Mexico, <=50K
44, Private, 44884, HS-grad, 9, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female, 0, 0, 36, United-States, <=50K
73, Private, 131980, Masters, 14, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Female, 0, 1902, 19, ?, <=50K
72, Local-gov, 210208, HS-grad, 9, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female, 5013, 0, 19, Mexico, <=50K
55, Local-gov, 290623, 11th, 7, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female, 0, 1902, 19, ?, <=50K
36, Local-gov, 227076, Bachelors, 13, Never-married, Tech-support, Own-child, Black, Male, 0, 1902, 47, United-States, >50K
60, Local-gov, 142068, HS-grad, 9, Married-civ-spouse, ?, Wife, Black, Male, 2174, 0, 27, ?, >50K
78, Self-emp-not-inc, 44895, HS-grad, 9, Divorced, Tech-support, Wife, Asian-Pac-Islander, Male, 0, 1902, 7, ?, <=50K
61, Private, 242053, HS-grad, 9, Divorced, ?, Husband, Black, Male, 0, 0, 34, ?, >50K
49, Self-emp-not-inc, 51540, Masters, 14, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 27, Mexico, <=50K
46, Local-gov, 153813, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 5013, 0, 67, ?, >50K
33, ?, 122937, 11th, 7, Divorced, ?, Husband, White, Female, 0, 0, 49, United-States, <=50K
36, Self-emp-not-inc, 135473, 11th, 7, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male, 5013, 0, 53, Mexico, <=50K
30, Self-emp-not-inc, 210699, Masters, 14, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female, 2174, 0, 57, United-States, <=50K
29, ?, 274109, 11th, 7, Divorced, Tech-support, Wife, Black, Male, 0, 1902, 24, United-States, <=50K
64, Local-gov, 184943, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 2174, 0, 37, ?, >50K
42, ?, 124174, HS-grad, 9, Never-married, Exec-managerial, Wife, White, Male, 0, 0, 27, United-States, <=50K
51, Self-emp-not-inc, 75900, Bachelors, 13, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male, 0, 0, 13, Mexico, <=50K
63, Self-emp-not-inc, 76128, Masters, 14, Never-married, Tech-support, Wife, Black, Female, 0, 0, 68, United-States, <=50K
30, Local-gov, 289488, Bachelors, 13, Married-civ-spouse, Tech-support, Not-in-family, Black, Female, 0, 1902, 27, Mexico, <=50K
46, Self-emp-not-inc, 208501, 11th, 7, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Male, 0, 0, 68, Mexico, <=50K
19, Local-gov, 115529, Bachelors, 13, Divorced, Tech-support, Wife, White, Female, 0, 1902, 53, United-States, <=50K
25, Private, 248276, Masters, 14, Never-married, Tech-support, Own-child, White, Female, 5013, 0, 14, ?, <=50K
34, Local-gov, 59710, Bachelors, 13, Divorced, Craft-repair, Husband, Black, Male, 0, 0, 36, Mexico, <=50K
24, ?, 248856, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 31, United-States, <=50K
32, Private, 285326, Masters, 14, Divorced, Tech-support, Own-child, Black, Male, 0, 0, 17, Mexico, <=50K
36, ?, 104938, Masters, 14, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 2174, 0, 59, United-States, <=50K
36, Local-gov, 159959, Bachelors, 13, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, 5013, 0, 7, United-States, <=50K
28, Self-emp-not-inc, 131278, Masters, 14, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female, 0, 1902, 7, Mexico, <=50K
59, Private, 80539, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 12, ?, <=50K
66, ?, 87606, HS-grad, 9, Divorced, Tech-support, Husband, Asian-Pac-Islander, Female, 0, 0, 64, United-States, <=50K
38, Self-emp-not-inc, 253436, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 37, Mexico, <=50K
76, Self-emp-not-inc, 95873, Bachelors, 13, Never-married, Tech-support, Own-child, White, Female, 5013, 0, 45, United-States, <=50K
60, ?, 59921, Masters, 14, Never-married, Tech-support, Husband, Black, Male, 0, 0, 54, United-States, <=50K
61, Local-gov, 201076, HS-grad, 9, Divorced, Craft-repair, Husband, Black, Female, 2174, 0, 61, ?, >50K
70, Private, 112809, HS-grad, 9, Divorced, Craft-repair, Not-in-family, Black, Male, 0, 0, 68, Mexico, <=50K
30, Local-gov, 188780, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female, 0, 0, 56, Mexico, >50K
41, ?, 112814, Masters, 14, Never-married, Craft-repair, Wife, Black, Female, 0, 0, 7, United-States, <=50K
28, Self-emp-not-inc, 128907, Masters, 14, Married-civ-spouse, Tech-support, Own-child, White, Female, 0, 1902, 67, ?, <=50K
25, ?, 266449, HS-grad, 9, Never-married, Craft-repair, Husband, Black, Male, 0, 0, 38, Mexico, >50K
75, Private, 249900, Bachelors, 13, Never-married, ?, Not-in-family, White, Male, 2174, 0, 54, Mexico, >50K
48, Local-gov, 258729, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 66, United-States, <=50K
73, Private, 48751, 11th, 7, Divorced, ?, Wife, White, Male, 5013, 1902, 68, Mexico, <=50K
33, Local-gov, 256085, Masters, 14, Never-married, Craft-repair, Own-child, White, Female, 0, 1902, 36, Mexico, <=50K
74, Local-gov, 296447, HS-grad, 9, Divorced, Tech-support, Own-child, White, Female, 0, 0, 66, Mexico, >50K
69, Private, 87793, Bachelors, 13, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 28, Mexico, <=50K
68, ?, 85555, HS-grad, 9, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male, 2174, 0, 56, United-States, <=50K
59, Private, 293235, Masters, 14, Married-civ-spouse, Tech-support, Wife, Black, Female, 2174, 0, 33, ?, <=50K
37, Self-emp-not-inc, 186755, Bachelors, 13, Divorced, Exec-managerial, Wife, Black, Male, 0, 0, 52, United-States, >50K
35, ?, 179248, Masters, 14, Divorced, Tech-support, Own-child, White, Female, 0, 0, 69, ?, <=50K
40, Private, 114068, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 2174, 0, 23, Mexico, <=50K
47, ?, 162367, HS-grad, 9, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female, 0, 0, 45, Mexico, <=50K
74, Private, 88870, HS-grad, 9, Divorced, Tech-support, Husband, White, Female, 0, 0, 66, United-States, <=50K
24, Self-emp-not-inc, 33056, HS-grad, 9, Divorced, Tech-support, Wife, Asian-Pac-Islander, Female, 0, 0, 24, United-States, <=50K
67, Private, 282897, HS-grad, 9, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female, 5013, 0, 63, Mexico, <=50K
62, Self-emp-not-inc, 166181, HS-grad, 9, Married-civ-spouse, ?, Wife, Black, Female, 2174, 1902, 66, ?, <=50K
41, Local-gov, 32063, Bachelors, 13, Never-married, ?, Husband, White, Male, 0, 0, 22, ?, <=50K
59, Local-gov, 152275, 11th, 7, Never-married, ?, Own-child, White, Female, 0, 1902, 58, Mexico, <=50K
22, ?, 293062, HS-grad, 9, Married-civ-spouse, Tech-support, Own-child, Black, Female, 2174, 0, 62, ?, <=50K
29, Private, 237328, HS-grad, 9, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male, 0, 0, 65, ?, >50K
51, Private, 248956, Masters, 14, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Male, 2174, 0, 7, Mexico, <=50K
44, Local-gov, 290114, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female, 0, 0, 20, United-States, <=50K
47, ?, 144729, HS-grad, 9, Married-civ-spouse, Craft-repair, Own-child, Black, Female, 2174, 1902, 38, Mexico, >50K
36, Local-gov, 80172, HS-grad, 9, Married-civ-spouse, Craft-repair, Wife, White, Male, 2174, 0, 56, ?, <=50K
27, Private, 69607, Masters, 14, Divorced, ?, Husband, White, Male, 2174, 1902, 43, ?, <=50K
73, Local-gov, 272926, 11th, 7, Never-married, Tech-support, Husband, Asian-Pac-Islander, Female, 5013, 1902, 11, United-States, >50K
53, Self-emp-not-inc, 109217, HS-grad, 9, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, 5013, 1902, 37, ?, >50K
34, Private, 84992, 11th, 7, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 54, United-States, <=50K
30, Private, 27130, Masters, 14, Never-married, Tech-support, Wife, Asian-Pac-Islander, Male, 2174, 0, 36, United-States, >50K
34, Private, 57609, HS-grad, 9, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 0, 0, 26, United-States, >50K
17, Private, 169942, 11th, 7, Divorced, ?, Wife, Asian-Pac-Islander, Male, 5013, 1902, 39, ?, >50K
21, Private, 50110, HS-grad, 9, Divorced, Tech-support, Own-child, Black, Male, 2174, 1902, 60, United-States, <=50K
52, Private, 132114, 11th, 7, Married-civ-spouse, Exec-managerial, Own-child, Black, Male, 0, 0, 33, United-States, <=50K
23, Private, 176415, Masters, 14, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female, 2174, 0, 13, United-States, <=50K
29, Self-emp-not-inc, 55347, Masters, 14, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 1902, 13, Mexico, <=50K
69, Private, 201868, Masters, 14, Married-civ-spouse, Craft-repair, Own-child, White, Female, 0, 0, 33, ?, <=50K
56, ?, 299227, Masters, 14, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 5013, 0, 14, United-States, <=50K
67, Local-gov, 165585, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 19, Mexico, <=50K
62, Self-emp-not-inc, 24139, Masters, 14, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female, 0, 0, 14, Mexico, <=50K
66, ?, 176380, Bachelors, 13, Divorced, ?, Own-child, Asian-Pac-Islander, Male, 2174, 0, 11, United-States, <=50K
63, ?, 93611, Bachelors, 13, Never-married, ?, Not-in-family, White, Male, 2174, 0, 40, Mexico, <=50K
38, Local-gov, 279174, HS-grad, 9, Divorced, ?, Own-child, Asian-Pac-Islander, Female, 2174, 0, 49, United-States, <=50K
57, Local-gov, 61217, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female, 2174, 1902, 54, United-States, <=50K
68, ?, 189006, Masters, 14, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 0, 1902, 44, ?, <=50K
45, Private, 262479, Bachelors, 13, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female, 0, 0, 64, Mexico, >50K
52, ?, 200566, Bachelors, 13, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male, 0, 0, 49, Mexico, >50K
44, Private, 188417, HS-grad, 9, Married-civ-spouse, ?, Not-in-family, Black, Male, 0, 1902, 38, United-States, >50K
63, Private, 230940, HS-grad, 9, Never-married, Tech-support, Not-in-family, Black, Female, 0, 0, 64, ?, <=50K
41, Private, 149088, 11th, 7, Divorced, Tech-support, Husband, Black, Male, 0, 0, 22, ?, <=50K
24, Private, 239112, Masters, 14, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female, 0, 1902, 29, United-States, >50K
63, Local-gov, 261049, 11th, 7, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female, 0, 0, 52, ?, <=50K
53, Local-gov, 290227, Masters, 14, Never-married, Craft-repair, Own-child, Black, Female, 0, 0, 12, United-States, <=50K
60, Self-emp-not-inc, 48683, 11th, 7, Married-civ-spouse, Tech-support, Husband, Black, Female, 0, 0, 9, United-States, <=50K
76, Local-gov, 265245, Masters, 14, Divorced, Exec-managerial, Husband, White, Female, 0, 1902, 61, ?, <=50K
31, Private, 130868, Masters, 14, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Female, 5013, 0, 6, ?, <=50K
45, ?, 67602, Bachelors, 13, Divorced, Tech-support, Husband, Asian-Pac-Islander, Male, 0, 0, 33, United-States, >50K
72, ?, 248389, 11th, 7, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 43, ?, >50K
57, Private, 21458, 11th, 7, Never-married, Craft-repair, Own-child, Black, Female, 5013, 0, 33, ?, <=50K
69, ?, 141448, HS-grad, 9, Divorced, ?, Wife, Black, Male, 0, 1902, 54, Mexico, <=50K
70, ?, 145691, Bachelors, 13, Never-married, Craft-repair, Not-in-family, Black, Female, 0, 0, 51, Mexico, >50K
78, Local-gov, 41141, HS-grad, 9, Married-civ-spouse, ?, Not-in-family, Asian-Pac-Islander, Male, 0, 1902, 65, Mexico, <=50K
57, Self-emp-not-inc, 79553, HS-grad, 9, Never-married, Exec-managerial, Husband, Black, Male, 2174, 0, 63, ?, <=50K
76, Self-emp-not-inc, 217083, Bachelors, 13, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female, 0, 0, 6, ?, <=50K
26, Private, 291017, Masters, 14, Never-married, Craft-repair, Own-child, White, Female, 0, 0, 56, Mexico, <=50K
51, Private, 297413, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 2174, 0, 33, ?, >50K
63, Local-gov, 73290, 11th, 7, Married-civ-spouse, ?, Husband, Black, Male, 2174, 0, 5, Mexico, >50K
44, Private, 178806, HS-grad, 9, Never-married, Tech-support, Husband, Asian-Pac-Islander, Female, 5013, 0, 42, Mexico, <=50K
71, Local-gov, 130134, 11th, 7, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, 0, 1902, 64, ?, <=50K
60, Self-emp-not-inc, 153417, Masters, 14, Married-civ-spouse, Exec-managerial, Own-child, White, Male, 0, 0, 39, Mexico, <=50K
24, ?, 173138, 11th, 7, Never-married, ?, Wife, White, Female, 5013, 0, 50, ?, <=50K
18, Local-gov, 232787, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 35, Mexico, <=50K
59, Local-gov, 198276, Bachelors, 13, Never-married, ?, Not-in-family, White, Male, 0, 0, 21, United-States, >50K
76, ?, 146298, 11th, 7, Divorced, Craft-repair, Not-in-family, Black, Female, 5013, 1902, 53, Mexico, <=50K
37, Self-emp-not-inc, 86571, HS-grad, 9, Married-civ-spouse, ?, Not-in-family, White, Male, 0, 1902, 69, ?, >50K
30, Self-emp-not-inc, 214813, Masters, 14, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female, 0, 0, 39, ?, <=50K
21, Local-gov, 102619, 11th, 7, Divorced, Tech-support, Husband, Asian-Pac-Islander, Female, 0, 0, 43, ?, <=50K
25, Private, 282734, Masters, 14, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 23, Mexico, <=50K
25, Local-gov, 162815, Bachelors, 13, Never-married, Craft-repair, Husband, White, Female, 0, 0, 16, ?, <=50K
77, Private, 51190, HS-grad, 9, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female, 5013, 0, 48, United-States, <=50K
30, Self-emp-not-inc, 89561, Bachelors, 13, Never-married, Tech-support, Not-in-family, Black, Male, 5013, 0, 28, Mexico, <=50K
26, Self-emp-not-inc, 159345, HS-grad, 9, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male, 0, 1902, 60, ?, <=50K
65, Local-gov, 179465, 11th, 7, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female, 2174, 0, 31, United-States, >50K
61, Local-gov, 103960, 11th, 7, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male, 5013, 0, 62, Mexico, >50K
30, Self-emp-not-inc, 126422, Masters, 14, Divorced, Exec-managerial, Husband, White, Female, 0, 1902, 29, ?, >50K
62, Private, 203146, Masters, 14, Married-civ-spouse, Craft-repair, Wife, Black, Male, 0, 1902, 47, Mexico, <=50K
49, Local-gov, 97193, Masters, 14, Married-civ-spouse, Tech-support, Husband, Black, Male, 0, 0, 51, United-States, >50K
67, Local-gov, 61012, 11th, 7, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female, 5013, 0, 27, Mexico, <=50K
45, ?, 129757, Bachelors, 13, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 48, United-States, <=50K
78, Private, 28677, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male, 2174, 0, 65, United-States, <=50K
65, ?, 175238, Bachelors, 13, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male, 5013, 0, 24, ?, >50K
47, ?, 115961, Masters, 14, Divorced, Exec-managerial, Husband, White, Female, 0, 0, 27, ?, <=50K
41, Local-gov, 148784, HS-grad, 9, Divorced, Exec-managerial, Husband, White, Male, 2174, 1902, 24, Mexico, <=50K
57, Self-emp-not-inc, 189109, Bachelors, 13, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 2174, 0, 23, Mexico, <=50K
73, ?, 109150, Masters, 14, Divorced, Exec-managerial, Husband, White, Male, 0, 0, 18, Mexico, <=50K
48, Self-emp-not-inc, 49172, HS-grad, 9, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female, 0, 1902, 20, Mexico, <=50K
60, ?, 293657, 11th, 7, Divorced, ?, Not-in-family, White, Male, 0, 0, 15, ?, >50K
61, Local-gov, 273525, HS-grad, 9, Divorced, ?, Wife, Asian-Pac-Islander, Female, 2174, 0, 70, Mexico, <=50K
44, Private, 65562, Bachelors, 13, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Female, 0, 0, 34, ?, <=50K
52, Local-gov, 253661, Bachelors, 13, Married-civ-spouse, Craft-repair, Wife, Black, Female, 0, 1902, 28, ?, <=50K
52, Self-emp-not-inc, 172023, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Male, 2174, 0, 14, United-States, >50K
71, Local-gov, 130027, 11th, 7, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Female, 0, 1902, 47, Mexico, >50K
25, Private, 47764, Bachelors, 13, Divorced, Exec-managerial, Own-child, White, Female, 0, 0, 29, United-States, <=50K
17, Self-emp-not-inc, 297690, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 2174, 0, 22, Mexico, >50K
47, Local-gov, 130280, 11th, 7, Married-civ-spouse, Tech-support, Husband, Black, Male, 5013, 0, 5, Mexico, <=50K
59, ?, 287259, Bachelors, 13, Divorced, Exec-managerial, Wife, Black, Female, 2174, 0, 31, United-States, <=50K
62, Local-gov, 88939, Bachelors, 13, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female, 0, 0, 21, United-States, <=50K
37, ?, 210767, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Female, 5013, 0, 60, ?, <=50K
24, Private, 211205, Masters, 14, Never-married, Tech-support, Husband, White, Male, 2174, 0, 23, United-States, <=50K
59, Private, 189352, 11th, 7, Never-married, ?, Wife, Asian-Pac-Islander, Male, 2174, 0, 13, Mexico, >50K
34, Self-emp-not-inc, 34093, 11th, 7, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female, 5013, 1902, 65, United-States, <=50K
43, Local-gov, 224468, Masters, 14, Never-married, Craft-repair, Wife, White, Male, 0, 1902, 44, Mexico, >50K
76, Private, 39378, HS-grad, 9, Never-married, Craft-repair, Husband, White, Female, 2174, 0, 29, Mexico, <=50K
62, Private, 258023, HS-grad, 9, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Male, 5013, 0, 31, Mexico, <=50K
41, Private, 157429, HS-grad, 9, Divorced, Craft-repair, Husband, Black, Male, 0, 0, 36, Mexico, >50K
36, Local-gov, 81022, Masters, 14, Never-married, Craft-repair, Not-in-family, Black, Female, 0, 0, 57, Mexico, <=50K
47, ?, 67593, Bachelors, 13, Divorced, ?, Own-child, White, Female, 0, 1902, 8, Mexico, >50K
29, Local-gov, 196587, 11th, 7, Never-married, Craft-repair, Own-child, White, Female, 0, 1902, 27, United-States, <=50K
68, Private, 273721, Masters, 14, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female, 0, 1902, 45, ?, <=50K
57, Private, 49446, Masters, 14, Divorced, ?, Wife, White, Female, 0, 1902, 13, ?, >50K
76, Local-gov, 281177, HS-grad, 9, Never-married, ?, Wife, Black, Male, 0, 0, 61, Mexico, <=50K
67, ?, 50013, Bachelors, 13, Never-married, Craft-repair, Own-child, White, Female, 0, 1902, 49, Mexico, <=50K
53, Self-emp-not-inc, 234233, Masters, 14, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male, 5013, 0, 26, Mexico, >50K
48, Self-emp-not-inc, 148143, Bachelors, 13, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female, 0, 0, 68, United-States, <=50K
72, ?, 280143, 11th, 7, Divorced, Tech-support, Own-child, White, Female, 0, 1902, 54, United-States, >50K
52, ?, 82245, Masters, 14, Married-civ-spouse, Craft-repair, Wife, Black, Female, 0, 0, 55, ?, >50K
77, Private, 256730, Masters, 14, Married-civ-spouse, ?, Wife, Black, Male, 0, 1902, 54, Mexico, >50K
